Category,Metric,varianta_2.2.0 Mean,variantb_2.2.20-Beta2 Mean,varianta_2.2.0 P50,variantb_2.2.20-Beta2 P50,varianta_2.2.0 P90,variantb_2.2.20-Beta2 P90,Unit
:core:gallery:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:core:gallery:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,97,97,97,97,97,97,
:core:gallery:compileDebugKotlin,Clear jar cache,3.4,1.8,4,2,7,3,ms
:core:gallery:compileDebugKotlin,Save shrunk current classpath snapshot,3.0,11.0,3,11,3,11,ms
:core:group:compileDebugKotlin,Remove duplicate classes,6.13,17.14,7,7,8,79,ms
:core:group:compileDebugKotlin,Compiler code analysis,1090.27,1181.86,981,1090,1754,1726,ms
:core:group:compileDebugKotlin,Compiler code generation,613.07,647.93,555,648,944,864,ms
:core:group:compileDebugKotlin,Compiler backend,285.0,271.79,274,273,483,359,ms
:core:group:compileDebugKotlin,Run compilation,3481.13,3530.93,3483,3330,4201,4627,ms
:core:group:compileDebugKotlin,Incremental compilation in daemon,3455.4,3506.5,3452,3307,4177,4597,ms
:core:group:compileDebugKotlin,Update caches,10.2,9.86,10,10,16,17,ms
:core:group:compileDebugKotlin,Compiler IR lowering,327.8,375.64,321,384,466,544,ms
:core:group:compileDebugKotlin,Load current classpath snapshot,8.13,17.86,8,9,12,79,ms
:core:group:compileDebugKotlin,Run compilation in Gradle worker,3521.53,3572.14,3500,3401,4216,4646,ms
:core:group:compileDebugKotlin,Save shrunk current classpath snapshot,3.43,3.5,3,3,9,6,ms
:core:group:compileDebugKotlin,Spent time before task action,40.93,42.86,40,43,58,53,ms
:core:group:compileDebugKotlin,Total Gradle task time,3698.87,3733.93,3648,3526,4424,4861,ms
:core:group:compileDebugKotlin,Compiler initialization time,91.6,131.57,77,93,162,423,ms
:core:group:compileDebugKotlin,Calculate output size,2.93,3.14,3,3,6,7,ms
:core:group:compileDebugKotlin,Sources compilation round,3286.33,3334.36,3301,3169,3968,4436,ms
:core:group:compileDebugKotlin,Compiler translation to IR,1075.47,961.79,967,982,1729,1146,ms
:core:group:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,52.27,55.57,51,43,67,147,ms
:core:group:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,40.67,34.93,36,30,56,68,ms
:core:group:compileDebugKotlin,Connect to Kotlin daemon,34.2,35.36,11,12,159,179,ms
:core:group:compileDebugKotlin,Clear jar cache,2.92,2.67,3,2,4,5,ms
:core:group:compileDebugKotlin,Task action before worker execution,26.8,21.29,27,23,37,28,ms
:core:group:compileDebugKotlin,Start gradle worker,2.27,2.93,2,2,6,7,ms
:core:group:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:group:compileDebugKotlin,Total size of the cache directory,529.1,529.1,529,529,529,529,KB
:core:group:compileDebugKotlin,Number of classpath entries,98,98,98,98,98,98,
:core:group:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:group:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:core:group:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:group:compileDebugKotlin,Number of lines analyzed,306,306,306,306,306,306,
:core:group:compileDebugKotlin,Analysis lines per second,309,267,311,280,443,324,
:core:group:compileDebugKotlin,Size of shrunk classpath snapshot,22.8,22.8,23,23,23,23,KB
:core:group:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:group:compileDebugKotlin,Code generation lines per second,533,498,550,472,719,728,
:core:group:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:core:group:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,97,97,97,97,97,97,
:core:identity:compileDebugKotlin,Remove duplicate classes,5.8,9.5,5,9,12,19,ms
:core:identity:compileDebugKotlin,Compiler code analysis,1264.13,1512.93,1300,1515,1817,1835,ms
:core:identity:compileDebugKotlin,Compiler code generation,1266.0,1314.07,1266,1360,1844,1631,ms
:core:identity:compileDebugKotlin,Compiler backend,575.2,627.57,584,645,812,849,ms
:core:identity:compileDebugKotlin,Run compilation,4474.8,4810.36,4451,4647,5486,5517,ms
:core:identity:compileDebugKotlin,Incremental compilation in daemon,4448.27,4785.93,4429,4624,5465,5493,ms
:core:identity:compileDebugKotlin,Update caches,18.93,20.14,17,20,29,30,ms
:core:identity:compileDebugKotlin,Compiler IR lowering,690.2,685.86,644,677,1069,937,ms
:core:identity:compileDebugKotlin,Load current classpath snapshot,7.2,9.93,6,10,13,19,ms
:core:identity:compileDebugKotlin,Run compilation in Gradle worker,4493.53,4845.29,4462,4692,5510,5543,ms
:core:identity:compileDebugKotlin,Spent time before task action,60.13,60.21,60,61,90,80,ms
:core:identity:compileDebugKotlin,Total Gradle task time,4732.0,5065.57,4743,4912,5728,5777,ms
:core:identity:compileDebugKotlin,Compiler initialization time,83.87,83.5,89,83,106,115,ms
:core:identity:compileDebugKotlin,Calculate output size,2.07,1.86,1,1,4,5,ms
:core:identity:compileDebugKotlin,Sources compilation round,4238.13,4551.21,4154,4432,5231,5228,ms
:core:identity:compileDebugKotlin,Compiler translation to IR,1332.93,1296.29,1324,1245,1735,1558,ms
:core:identity:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,47.73,51.64,49,53,71,82,ms
:core:identity:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,37.07,38.93,37,41,59,60,ms
:core:identity:compileDebugKotlin,Connect to Kotlin daemon,13.87,29.36,13,17,21,118,ms
:core:identity:compileDebugKotlin,Clear jar cache,1.75,3.75,2,3,4,12,ms
:core:identity:compileDebugKotlin,Task action before worker execution,38.47,32.21,32,30,81,44,ms
:core:identity:compileDebugKotlin,Start gradle worker,2.93,1.57,3,1,5,4,ms
:core:identity:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:identity:compileDebugKotlin,Total size of the cache directory,614.5,614.5,615,615,615,615,KB
:core:identity:compileDebugKotlin,Number of classpath entries,98,98,98,98,98,98,
:core:identity:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:identity:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:core:identity:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:identity:compileDebugKotlin,Number of lines analyzed,667,667,667,667,667,667,
:core:identity:compileDebugKotlin,Analysis lines per second,563,448,513,440,815,543,
:core:identity:compileDebugKotlin,Size of shrunk classpath snapshot,23.6,23.6,24,24,24,24,KB
:core:identity:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:identity:compileDebugKotlin,Code generation lines per second,565,533,526,491,802,832,
:core:identity:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:core:identity:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,97,97,97,97,97,97,
:core:identity:compileDebugKotlin,Store build info,2.0,6.0,2,6,2,6,ms
:core:identity:compileDebugKotlin,Save shrunk current classpath snapshot,1.0,3.0,1,3,1,4,ms
:core:identity:compileDebugKotlin,Clear outputs on rebuild,3.0,3.0,3,3,3,3,ms
:core:list:compileDebugKotlin,Remove duplicate classes,6.13,7.93,6,8,10,12,ms
:core:list:compileDebugKotlin,Compiler code analysis,721.73,888.07,701,864,1018,1098,ms
:core:list:compileDebugKotlin,Compiler code generation,466.73,410.5,448,418,628,573,ms
:core:list:compileDebugKotlin,Compiler backend,182.33,153.86,180,165,234,243,ms
:core:list:compileDebugKotlin,Run compilation,2655.53,2695.5,2688,2651,3321,3287,ms
:core:list:compileDebugKotlin,Incremental compilation in daemon,2633.8,2671.79,2668,2633,3296,3264,ms
:core:list:compileDebugKotlin,Update caches,5.8,6.29,6,6,8,9,ms
:core:list:compileDebugKotlin,Compiler IR lowering,283.87,256.14,268,275,454,340,ms
:core:list:compileDebugKotlin,Load current classpath snapshot,6.73,8.57,6,9,11,14,ms
:core:list:compileDebugKotlin,Run compilation in Gradle worker,2688.07,2712.57,2711,2666,3419,3307,ms
:core:list:compileDebugKotlin,Save shrunk current classpath snapshot,7.67,3.75,6,3,12,6,ms
:core:list:compileDebugKotlin,Spent time before task action,43.2,47.93,42,40,72,99,ms
:core:list:compileDebugKotlin,Total Gradle task time,2869.87,2872.64,2837,2835,3649,3484,ms
:core:list:compileDebugKotlin,Compiler initialization time,94.47,80.5,65,80,260,128,ms
:core:list:compileDebugKotlin,Calculate output size,2.13,2.64,1,1,5,9,ms
:core:list:compileDebugKotlin,Sources compilation round,2485.13,2520.36,2529,2487,3128,3083,ms
:core:list:compileDebugKotlin,Compiler translation to IR,849.27,808.5,857,800,1028,1018,ms
:core:list:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,52.53,52.93,56,51,71,80,ms
:core:list:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,42.0,40.5,45,39,57,62,ms
:core:list:compileDebugKotlin,Connect to Kotlin daemon,24.73,10.43,12,10,91,16,ms
:core:list:compileDebugKotlin,Clear jar cache,3.85,2.0,4,2,8,4,ms
:core:list:compileDebugKotlin,Task action before worker execution,23.27,23.36,24,22,36,35,ms
:core:list:compileDebugKotlin,Start gradle worker,2.4,3.14,1,3,6,7,ms
:core:list:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:list:compileDebugKotlin,Total size of the cache directory,509.7,509.7,510,510,510,510,KB
:core:list:compileDebugKotlin,Number of classpath entries,98,98,98,98,98,98,
:core:list:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:list:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:core:list:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:list:compileDebugKotlin,Number of lines analyzed,226,226,226,226,226,226,
:core:list:compileDebugKotlin,Analysis lines per second,335,260,322,262,515,332,
:core:list:compileDebugKotlin,Size of shrunk classpath snapshot,22.8,22.8,23,23,23,23,KB
:core:list:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:list:compileDebugKotlin,Code generation lines per second,503,593,503,540,685,968,
:core:list:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:core:list:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,97,97,97,97,97,97,
:core:list:compileDebugKotlin,Store build info,2.0,,2,,2,,ms
:core:location:compileDebugKotlin,Remove duplicate classes,6.0,7.14,6,6,8,14,ms
:core:location:compileDebugKotlin,Compiler code analysis,952.0,1172.86,958,1192,1217,1366,ms
:core:location:compileDebugKotlin,Compiler code generation,995.33,845.93,978,842,1313,1131,ms
:core:location:compileDebugKotlin,Compiler backend,395.07,366.14,357,379,622,446,ms
:core:location:compileDebugKotlin,Run compilation,3722.27,3794.79,3702,3773,4167,4368,ms
:core:location:compileDebugKotlin,Incremental compilation in daemon,3697.47,3768.86,3682,3743,4140,4340,ms
:core:location:compileDebugKotlin,Update caches,12.93,10.36,14,11,20,15,ms
:core:location:compileDebugKotlin,Compiler IR lowering,600.0,479.43,587,501,801,716,ms
:core:location:compileDebugKotlin,Load current classpath snapshot,7.33,7.71,6,7,13,14,ms
:core:location:compileDebugKotlin,Run compilation in Gradle worker,3761.8,3814.64,3724,3796,4186,4383,ms
:core:location:compileDebugKotlin,Spent time before task action,52.73,48.36,44,50,114,69,ms
:core:location:compileDebugKotlin,Total Gradle task time,3949.07,3991.57,3904,3964,4370,4585,ms
:core:location:compileDebugKotlin,Compiler initialization time,83.33,87.43,91,91,117,119,ms
:core:location:compileDebugKotlin,Calculate output size,2.4,2.43,1,1,5,5,ms
:core:location:compileDebugKotlin,Sources compilation round,3503.73,3596.93,3506,3563,3973,4081,ms
:core:location:compileDebugKotlin,Compiler translation to IR,1145.33,1074.64,1127,1042,1381,1251,ms
:core:location:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,54.6,43.79,47,45,110,64,ms
:core:location:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,45.07,33.57,37,35,102,48,ms
:core:location:compileDebugKotlin,Connect to Kotlin daemon,21.4,14.21,13,14,68,21,ms
:core:location:compileDebugKotlin,Task action before worker execution,29.07,27.0,28,26,42,38,ms
:core:location:compileDebugKotlin,Start gradle worker,3.33,2.43,3,3,8,4,ms
:core:location:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:location:compileDebugKotlin,Total size of the cache directory,553.8,553.8,554,554,554,554,KB
:core:location:compileDebugKotlin,Number of classpath entries,98,98,98,98,98,98,
:core:location:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:location:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:core:location:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:location:compileDebugKotlin,Number of lines analyzed,413,413,413,413,413,413,
:core:location:compileDebugKotlin,Analysis lines per second,446,356,430,346,565,429,
:core:location:compileDebugKotlin,Size of shrunk classpath snapshot,22.8,22.8,23,23,23,23,KB
:core:location:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:location:compileDebugKotlin,Code generation lines per second,426,506,421,492,553,680,
:core:location:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:core:location:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,97,97,97,97,97,97,
:core:location:compileDebugKotlin,Clear jar cache,3.5,1.67,4,1,7,4,ms
:core:location:compileDebugKotlin,Save shrunk current classpath snapshot,4.0,5.0,4,5,6,5,ms
:core:location:compileDebugKotlin,Clear outputs on rebuild,1.0,,1,,1,,ms
:core:location:compileDebugKotlin,Store build info,1.0,,1,,1,,ms
:core:log:compileDebugKotlin,Remove duplicate classes,4.87,6.79,5,7,10,11,ms
:core:log:compileDebugKotlin,Compiler code analysis,858.6,1010.07,814,1040,1119,1403,ms
:core:log:compileDebugKotlin,Compiler code generation,504.67,567.93,451,541,720,862,ms
:core:log:compileDebugKotlin,Compiler backend,225.87,190.79,203,187,401,308,ms
:core:log:compileDebugKotlin,Run compilation,2921.4,3009.14,2872,3089,3518,3458,ms
:core:log:compileDebugKotlin,Incremental compilation in daemon,2898.4,2984.21,2847,3065,3495,3423,ms
:core:log:compileDebugKotlin,Update caches,5.8,7.21,6,7,8,13,ms
:core:log:compileDebugKotlin,Compiler IR lowering,278.2,376.64,261,329,397,674,ms
:core:log:compileDebugKotlin,Load current classpath snapshot,5.47,7.64,6,8,10,12,ms
:core:log:compileDebugKotlin,Run compilation in Gradle worker,2937.8,3028.14,2886,3108,3538,3476,ms
:core:log:compileDebugKotlin,Spent time before task action,46.53,45.0,45,43,76,61,ms
:core:log:compileDebugKotlin,Total Gradle task time,3089.4,3186.71,2997,3256,3726,3654,ms
:core:log:compileDebugKotlin,Compiler initialization time,99.33,86.64,92,89,179,110,ms
:core:log:compileDebugKotlin,Calculate output size,2.13,2.57,1,2,4,6,ms
:core:log:compileDebugKotlin,Sources compilation round,2763.93,2824.93,2737,2927,3348,3218,ms
:core:log:compileDebugKotlin,Compiler translation to IR,964.07,850.79,972,856,1135,995,ms
:core:log:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,37.27,55.29,41,51,59,100,ms
:core:log:compileDebugKotlin,Shrink current classpath snapshot non-incrementally,28.87,44.93,32,41,43,89,ms
:core:log:compileDebugKotlin,Connect to Kotlin daemon,10.87,13.21,9,13,21,21,ms
:core:log:compileDebugKotlin,Clear jar cache,2.07,2.08,2,2,4,5,ms
:core:log:compileDebugKotlin,Task action before worker execution,26.33,25.64,23,25,47,38,ms
:core:log:compileDebugKotlin,Start gradle worker,2.53,2.71,1,3,7,6,ms
:core:log:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:log:compileDebugKotlin,Total size of the cache directory,527.3,527.3,527,527,527,527,KB
:core:log:compileDebugKotlin,Number of classpath entries,98,98,98,98,98,98,
:core:log:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:log:compileDebugKotlin,ABI snapshot size,18.0,18.0,18,18,18,18,B
:core:log:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:log:compileDebugKotlin,Number of lines analyzed,306,306,306,306,306,306,
:core:log:compileDebugKotlin,Analysis lines per second,366,323,375,294,462,506,
:core:log:compileDebugKotlin,Size of shrunk classpath snapshot,25.0,25.0,25,25,25,25,KB
:core:log:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:log:compileDebugKotlin,Code generation lines per second,645,583,677,566,888,888,
:core:log:compileDebugKotlin,Size of classpath snapshot,5.5,5.5,6,6,6,6,MB
:core:log:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,97,97,97,97,97,97,
:core:log:compileDebugKotlin,Save shrunk current classpath snapshot,4.0,,4,,5,,ms
:core:login:compileDebugKotlin,Remove duplicate classes,5.4,6.07,5,6,9,11,ms
:core:login:compileDebugKotlin,Compiler code analysis,950.2,1287.86,946,1295,1287,1638,ms
:core:login:compileDebugKotlin,Compiler code generation,890.67,863.07,843,866,1265,1148,ms
:core:login:compileDebugKotlin,Compiler backend,404.53,399.29,420,391,643,554,ms
:core:login:compileDebugKotlin,Run compilation,3553.53,3940.5,3427,3871,4260,4841,ms
:core:login:compileDebugKotlin,Incremental compilation in daemon,3528.87,3907.36,3412,3839,4238,4817,ms
:core:login:compileDebugKotlin,Update caches,13.73,14.57,13,15,19,26,ms
:core:login:compileDebugKotlin,Compiler IR lowering,485.53,463.21,519,459,639,632,ms
:core:login:compileDebugKotlin,Load current classpath snapshot,5.93,7.57,6,8,9,13,ms
:core:login:compileDebugKotlin,Run compilation in Gradle worker,3570.6,3960.86,3449,3896,4277,4856,ms
:core:login:compileDebugKotlin,Spent time before task action,49.0,55.29,50,55,63,74,ms
